Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,Brand,Model
Mumbai,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.75,5,Hyundai,Grandi10
Chennai,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.45,6,Maruti,Ciaz1.3
Kolkata,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3.5,10,Skoda,RapidLeisure
Kochi,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1.8,16,Hyundai,AccentCRDi
Jaipur,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3.7,8,Volkswagen,PoloGT
Coimbatore,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7.17,5,Honda,Jazz1.2
Jaipur,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.75,12,Hyundai,i10Era
Kochi,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21.99,4,Hyundai,Tucson2.0
Pune,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.65,5,Toyota,InnovaCrysta
Jaipur,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1.85,11,Maruti,OmniMPI
Coimbatore,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5.95,5,Maruti,SwiftVXI
Mumbai,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,8,Hyundai,Grandi10
Pune,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.75,10,Maruti,SwiftVDI
Hyderabad,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2.6,14,Hyundai,VernaCRDi
Hyderabad,99000,Petrol,Manual,First,18.236512961941532,1086.0,62.1,5.0,1.75,16,Hyundai,SantroXing
Mumbai,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2.8,12,Hyundai,i201.2
Coimbatore,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61.29,5,Mercedes-Benz,GLE350d
Bangalore,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18.0,8,Mercedes-Benz,NewC-Class
Hyderabad,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.35,8,Maruti,RitzZDi
Bangalore,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,6,Hyundai,Creta1.6
Pune,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.0,12,Maruti,A-StarVxi
Delhi,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10.0,6,Renault,Duster110PS
Delhi,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1.65,12,Fiat,GrandePunto
Coimbatore,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45.77,5,BMW,X3xDrive30d
Bangalore,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.25,12,Hyundai,i10Sportz
Pune,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.8,6,Toyota,Innova2.5
Mumbai,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0.55,20,Maruti,ZenVXI
Hyderabad,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.15,4,Maruti,SwiftVDI
Pune,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.0,9,Mahindra,ScorpioVLX
Pune,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3.75,5,Tata,ZestQuadrajet
Mumbai,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.5,5,Ford,EcoSport1.0
Jaipur,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4.35,10,Maruti,SwiftDzire
Kochi,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.26,6,Maruti,Alto800
Jaipur,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.21,11,Honda,City1.5
Kochi,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70.36,4,Audi,Q73.0
Mumbai,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2.95,13,Skoda,Laura1.9
Kochi,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.28,10,Hyundai,Verna1.6
Jaipur,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.57,13,Honda,City1.5
Kolkata,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3.11,9,Hyundai,i20Magna
Coimbatore,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5.96,8,Hyundai,i20Sportz
Hyderabad,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.7,11,Volkswagen,VentoDiesel
Ahmedabad,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.9,8,Honda,Cityi
Pune,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5.25,4,Tata,ZestQuadrajet
Pune,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28.0,7,BMW,5Series
Delhi,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1.35,13,Maruti,WagonR
Delhi,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4.85,7,Honda,JazzVX
Coimbatore,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7,10,Volkswagen,Jetta2007-2011
Hyderabad,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.1,12,Hyundai,i10Magna
Kochi,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18.64,7,Mercedes-Benz,NewC-Class
Pune,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.8,10,Hyundai,i10Magna
Chennai,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20.25,6,Toyota,InnovaCrysta
Kochi,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26.78,7,Audi,A62011-2015
Hyderabad,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8.26,12,Toyota,Innova2.5
Mumbai,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.89,7,Volkswagen,PoloPetrol
Hyderabad,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,11,Maruti,AltoK10
Mumbai,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.69,5,Honda,Cityi-VTEC
Coimbatore,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58,9,Tata,IndigoLX
Kochi,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.77,8,Audi,A62011-2015
Delhi,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.26,7,Mercedes-Benz,GLAClass
Chennai,58000,Petrol,Manual,Second,18.236512961941532,1086.0,62.1,5.0,1.5,16,Hyundai,SantroXing
Kolkata,60020,Diesel,Manual,First,17.8,1248.0,74.0,5.0,2.5,11,Maruti,SwiftVDI
Hyderabad,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25,8,Maruti,CelerioVXI
Hyderabad,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57.0,5,Mercedes-Benz,GLE250d
Delhi,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.0,5,Land Rover,RoverRange
Hyderabad,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.65,11,Volkswagen,VentoDiesel
Hyderabad,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05,10,Maruti,Omni8
Kochi,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3.13,10,Honda,Brio1.2
Hyderabad,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1.5,22,Tata,SumoDelux
Pune,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85,10,Tata,IndicaVista
Delhi,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.65,10,Maruti,WagonR
Hyderabad,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6,7,Mahindra,XUV500W8
Pune,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1.25,14,Tata,IndigoLS
Mumbai,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8.25,4,Maruti,ErtigaPaseo
Mumbai,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4.45,11,Honda,Accord2.4
Kolkata,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.7,10,Maruti,SwiftDzire
Hyderabad,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2.8,13,Ford,FiestaEXi
Kolkata,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1.8,14,Honda,CityZX
Kochi,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21.95,8,Audi,A62011-2015
Mumbai,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49.0,11,BMW,6Series
Coimbatore,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62.67,5,Audi,Q745
Pune,42496,CNG,Manual,First,36.82,998.0,67.1,5.0,1.4,14,Maruti,ZenEstilo
Pune,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5,10,Hyundai,i201.4
Bangalore,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2.95,13,Hyundai,i10Sportz
Kochi,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.86,6,Honda,Jazz1.2
Hyderabad,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.15,7,Maruti,SwiftVDI
Pune,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3.3,11,Hyundai,i20Asta
Kolkata,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.55,11,Volkswagen,PoloPetrol
Ahmedabad,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,13,Maruti,AltoLXi
Chennai,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.5,18,Toyota,CorollaH4
Chennai,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.4,16,Maruti,AltoLXi
Pune,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.4,10,Tata,ManzaELAN
Pune,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.25,10,Maruti,AltoLXi
Kolkata,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7.5,9,Skoda,OctaviaAmbition
Kolkata,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2.8,14,Toyota,CorollaH4
Coimbatore,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.66,6,Hyundai,i20Asta
Chennai,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7.15,6,Maruti,VitaraBrezza
Delhi,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5,12,Honda,City1.5
Hyderabad,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3.5,8,Tata,IndicaVista
Kolkata,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.45,9,Honda,AmazeS
Coimbatore,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.55,6,Hyundai,EOND
Kochi,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25.99,7,BMW,3Series
Bangalore,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.25,10,Hyundai,Verna1.6
Ahmedabad,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2.9,9,Tata,ManzaClub
Jaipur,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2.05,17,Skoda,OctaviaRS
Pune,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.75,5,Maruti,AltoK10
Mumbai,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.75,8,Ford,Ecosport1.5
Kolkata,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95,11,Chevrolet,Spark1.0
Hyderabad,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52.0,5,Jaguar,XF2.0
Jaipur,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3.91,15,Honda,CR-VRVi
Kochi,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27.3,3,Skoda,SuperbL&K
Chennai,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.7,13,Hyundai,i10Magna
Delhi,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5,9,Maruti,SwiftLDI
Mumbai,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.2,6,Maruti,SwiftDzire
Chennai,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2.75,11,Nissan,MicraDiesel
Mumbai,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.25,7,Maruti,SwiftDzire
Pune,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3.25,10,Ford,FiestaClassic
Kolkata,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,0.65,19,Maruti,ZenLX
Pune,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35.0,5,Mini,ClubmanCooper
Kolkata,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3.25,8,Toyota,EtiosGD
Kolkata,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.9,4,Maruti,Alto800
Bangalore,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2.9,11,Maruti,AltoVXi
Bangalore,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17.75,13,BMW,X53.0d
Mumbai,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8.25,7,Nissan,TeanaXV
Coimbatore,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.77,7,Hyundai,Grandi10
Hyderabad,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.49,5,Maruti,VitaraBrezza
Mumbai,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12.95,14,Audi,Q73.0
Chennai,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20.0,7,Mercedes-Benz,GLAClass
Chennai,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1.0,15,Maruti,800AC
Chennai,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7.1,7,Renault,Duster85PS
Mumbai,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16.5,5,Toyota,CorollaAltis
Chennai,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26.0,8,Mercedes-Benz,NewC-Class
Hyderabad,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3.2,12,Maruti,RitzVDi
Kochi,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9.48,5,Honda,BRVi-VTEC
Kochi,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.0,7,Hyundai,Xcent1.1
Jaipur,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26.5,8,Mercedes-Benz,E-Class2009-2013
Kochi,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11.77,8,Mercedes-Benz,BClass
Bangalore,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0,5,Mercedes-Benz,E-Class2015-2017
Mumbai,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8.75,6,Honda,Cityi
Hyderabad,50958,Petrol,Manual,First,17.0,1086.0,62.1,5.0,1.95,15,Hyundai,SantroXing
Chennai,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75,11,Honda,City1.5
Pune,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2.5,12,Hyundai,VernaTransform
Mumbai,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34.5,5,Jaguar,XEPortfolio
Delhi,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.65,7,Honda,AmazeS
Bangalore,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32.0,7,Mini,CooperConvertible
Coimbatore,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62.81,5,Mercedes-Benz,SClass
Chennai,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25,8,Hyundai,EONMagna
Kolkata,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,8,Maruti,WagonR
Coimbatore,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.91,11,Maruti,RitzLDi
Chennai,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11.0,11,BMW,3Series
Pune,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3.5,8,Tata,XenonXT
Chennai,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16.5,8,Audi,A335
Hyderabad,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30.0,10,Land Rover,RoverRange
Pune,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28.0,12,Mercedes-Benz,GL-Class2007
Hyderabad,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28.0,4,Mitsubishi,PajeroSport
Jaipur,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.92,12,Maruti,AltoLX
Pune,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75,9,Maruti,WagonR
Coimbatore,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53.83,5,Land Rover,RoverRange
Pune,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.95,11,Hyundai,Verna1.6
Hyderabad,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33.5,9,BMW,5Series
Bangalore,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27.95,9,Jaguar,XFDiesel
Hyderabad,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7.25,12,Skoda,SuperbElegance
Kochi,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25.71,5,Audi,Q335
Coimbatore,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29.67,8,Land Rover,RoverRange
Jaipur,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19.0,9,Mercedes-Benz,NewC-Class
Kochi,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13.05,5,Mahindra,ScorpioS10
Mumbai,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25.5,7,BMW,3Series
Pune,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8.5,5,Honda,BR-Vi-VTEC
Chennai,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25,12,Volvo,S802006-2013
Pune,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,0.8,17,Hyundai,AccentGLE
Jaipur,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6.9,5,Hyundai,i20Active
Coimbatore,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70.99,4,Mercedes-Benz,GLC43
Kolkata,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2.25,7,Hyundai,EONMagna
Kochi,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,4,Hyundai,Grandi10
Mumbai,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35,9,Honda,City1.5
Kolkata,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2.25,12,Volkswagen,PoloPetrol
Mumbai,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24.5,6,Audi,A635
Hyderabad,42021,Diesel,Manual,First,18.236512961941532,1968.0,105.0,5.0,5.45,12,Volkswagen,Jetta2007-2011
Coimbatore,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12.03,5,Hyundai,Creta1.6
Mumbai,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8.5,11,Mercedes-Benz,NewC-Class
Mumbai,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28.5,8,Mini,CooperConvertible
Pune,108000,Petrol,Manual,Second,17.0,1086.0,62.1,5.0,1.2,16,Hyundai,SantroXing
Bangalore,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5.75,9,Toyota,EtiosVD
Delhi,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.2,8,Honda,BrioS
Coimbatore,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9.89,4,Maruti,BalenoAlpha
Coimbatore,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6.58,10,Skoda,LauraAmbiente
Kochi,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4.06,4,Hyundai,EONEra
Coimbatore,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.37,3,Renault,Captur1.5
Coimbatore,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25.82,11,BMW,5Series
Kochi,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.74,6,Maruti,Alto800
Bangalore,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22.0,7,Volvo,V40D3
Ahmedabad,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1.45,15,Maruti,WagonR
Kolkata,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2.0,14,Honda,CityZX
Kochi,31841,CNG,Manual,First,21.139999999999997,1196.0,73.0,5.0,4.7,5,Maruti,Eeco5
Kolkata,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3.75,8,Chevrolet,Enjoy1.4
Coimbatore,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7.7,6,Mahindra,BoleroZLX
Coimbatore,50243,Petrol,Manual,First,18.236512961941532,1086.0,112.3128981777716,5.0,3.35,10,Hyundai,SantroGLS
Hyderabad,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6,8,Hyundai,EOND
Coimbatore,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13.77,5,Hyundai,Creta1.6
Mumbai,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7.1,5,Volkswagen,Vento1.6
Pune,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.65,14,Honda,Civic2006-2010
Hyderabad,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2.5,8,Tata,IndicaVista
Kochi,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53,9,Mahindra,XUV500W8
Coimbatore,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.98,5,Hyundai,i201.2
Bangalore,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39.0,8,Audi,Q530
Chennai,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2.25,11,Maruti,RitzVXi
Chennai,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3.85,12,Mitsubishi,CediaSports
Hyderabad,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13.5,7,Toyota,Innova2.5
Hyderabad,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.5,6,Maruti,CelerioLDi
Delhi,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8.92,4,Maruti,S-CrossDelta
Coimbatore,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20.37,6,Audi,Q335
Bangalore,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36.5,6,BMW,3Series
Coimbatore,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48.91,6,Audi,Q74.2
Pune,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.2,6,Hyundai,i202015-2017
Hyderabad,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5.99,10,Renault,Duster110PS
Pune,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5.25,6,Hyundai,Xcent1.1
Delhi,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6.5,8,Ford,Ecosport1.5
Hyderabad,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.4,9,Volkswagen,PoloPetrol
Kolkata,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6,5,Hyundai,Grandi10
Ahmedabad,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.95,9,Tata,ManzaAqua
Kolkata,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26,11,Honda,City1.5
Bangalore,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2.22,14,Hyundai,SantroXing
Hyderabad,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10.5,10,Toyota,Innova2.5
Coimbatore,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.26,5,Maruti,Ciaz1.3
Delhi,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14.45,9,Toyota,Fortuner4x4
Chennai,80524,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,2.5,13,Ford,Fiesta1.6
Kochi,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51.43,4,Mercedes-Benz,E-ClassE
Chennai,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23.0,8,Mercedes-Benz,NewC-Class
Kolkata,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5.5,10,Skoda,YetiAmbition
Delhi,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.5,7,Hyundai,Grandi10
Hyderabad,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.8,4,Ford,Figo2015-2019
Mumbai,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8.75,9,Skoda,OctaviaAmbition
Mumbai,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7.0,7,Renault,Duster85PS
Delhi,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33.5,7,Land Rover,RoverRange
Chennai,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25,11,Ford,FigoDiesel
Hyderabad,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4.24,14,Ford,EndeavourHurricane
Coimbatore,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28.42,5,Toyota,Fortuner4x4
Kolkata,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2.75,10,Volkswagen,PoloDiesel
Jaipur,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.0,11,Maruti,RitzVDi
Pune,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.55,9,Nissan,MicraDiesel
Kolkata,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4.8,9,Hyundai,Verna1.6
Kolkata,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13.5,11,BMW,5Series
Pune,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,56.0,5,Mercedes-Benz,GLS350d
Hyderabad,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3.99,18,Honda,CR-V2.4L
Bangalore,32000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15.5,6,Hyundai,Creta1.6
Jaipur,59000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.32,12,Hyundai,i10Era
Kochi,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58,6,Mercedes-Benz,AClass
Jaipur,98000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,5.5,8,Maruti,ErtigaVXI
Chennai,72000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,3.2,16,Skoda,OctaviaClassic
Pune,79000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.0,7,Honda,AmazeVX
Chennai,29000,Petrol,Manual,First,17.3,993.0,60.0,5.0,1.6,18,Maruti,ZenLXi
