age,gender,race,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,DUIs,past_accidents,outcome
65+,male,majority,0-9y,university,upper class,0.737994819837278,True,after 2015,True,False,17000.0,sedan,0,0,0,False
40-64,female,majority,10-19y,none,working class,0.4273733642706479,True,before 2015,False,True,10000.0,sedan,3,0,0,False
16-25,female,majority,0-9y,high school,poverty,0.4129918414421705,False,before 2015,False,False,11697.003206900365,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.6953231970861331,False,before 2015,True,True,7000.0,sedan,3,1,1,False
16-25,female,majority,0-9y,high school,poverty,0.2912344134674337,False,before 2015,False,True,13000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,poverty,0.2441332629984765,False,before 2015,True,True,11000.0,sedan,0,0,0,True
65+,male,majority,0-9y,university,upper class,0.5082740148521835,True,after 2015,True,True,9000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,none,poverty,0.2932584812581273,True,before 2015,False,True,14000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,poverty,0.3436417190829057,False,before 2015,False,False,13000.0,sedan,0,1,0,True
16-25,female,majority,0-9y,university,poverty,0.5033225200786,False,before 2015,False,False,15000.0,sports car,0,0,0,True
26-39,female,majority,0-9y,university,upper class,0.613826977680089,False,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
40-64,female,majority,20-29y,university,upper class,0.6630513690689503,True,after 2015,True,True,11697.003206900365,sedan,2,0,0,False
40-64,male,majority,0-9y,none,poverty,0.2027084379448271,False,before 2015,False,True,11000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,upper class,0.665343329329833,True,before 2015,True,True,12000.0,sedan,1,0,0,False
65+,male,majority,30y+,university,upper class,0.5386236932875669,True,after 2015,True,True,9000.0,sedan,8,0,5,False
16-25,female,majority,0-9y,high school,working class,0.4101367047885667,False,before 2015,False,False,15000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,none,poverty,0.3136455846123201,True,before 2015,False,True,13000.0,sedan,0,0,0,False
26-39,male,majority,0-9y,university,upper class,0.5073241356207076,True,before 2015,False,True,12000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,none,poverty,0.2095073883823189,False,before 2015,False,True,14000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,working class,0.4907240542637642,True,before 2015,False,False,15000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,middle class,0.5814986743175801,True,before 2015,True,True,14000.0,sedan,5,0,0,False
26-39,female,majority,0-9y,high school,upper class,0.6850359505244253,True,before 2015,False,True,12000.0,sedan,0,0,0,True
26-39,male,majority,0-9y,university,middle class,0.4739316494372351,True,after 2015,False,True,11697.003206900365,sedan,0,0,0,False
16-25,male,majority,0-9y,high school,working class,0.43192928411686055,False,before 2015,False,True,11000.0,sedan,0,0,0,True
40-64,male,majority,10-19y,university,upper class,0.5128461364179456,True,after 2015,True,True,10000.0,sedan,4,0,2,False
40-64,male,majority,10-19y,university,upper class,0.6624617559275001,True,after 2015,True,False,13000.0,sedan,1,0,1,False
40-64,female,majority,20-29y,high school,upper class,0.5564133152355352,True,before 2015,False,False,17000.0,sedan,1,0,4,False
16-25,female,minority,0-9y,high school,poverty,0.2673466585061873,False,before 2015,False,False,17000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.8094112590513309,True,before 2015,True,True,9000.0,sedan,5,0,4,False
16-25,female,majority,0-9y,none,poverty,0.3679435479917757,False,after 2015,True,True,11000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.5033547111991341,False,before 2015,False,True,11000.0,sedan,5,0,3,False
65+,female,majority,0-9y,none,middle class,0.5342877060116482,True,before 2015,True,True,13000.0,sedan,0,0,0,False
16-25,female,majority,0-9y,university,middle class,0.5236585383213973,False,before 2015,False,True,10000.0,sports car,0,0,0,False
16-25,female,majority,0-9y,high school,middle class,0.5236585383213973,False,before 2015,False,True,13000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,none,middle class,0.4490117755463273,True,before 2015,True,True,7000.0,sedan,7,0,1,True
40-64,male,majority,20-29y,university,upper class,0.8032523419405172,True,before 2015,False,True,10000.0,sedan,2,0,3,False
26-39,female,majority,0-9y,high school,middle class,0.5236585383213973,True,before 2015,True,True,8000.0,sports car,0,0,0,False
16-25,female,majority,0-9y,none,poverty,0.186185114720855,False,before 2015,False,False,17000.0,sedan,0,0,0,True
40-64,female,majority,10-19y,university,upper class,0.613826977680089,True,after 2015,True,False,13000.0,sedan,0,1,0,False
26-39,male,majority,10-19y,high school,working class,0.3151293556030717,False,before 2015,False,False,11697.003206900365,sedan,2,0,1,False
16-25,male,majority,0-9y,none,poverty,0.34833133094379204,False,before 2015,False,True,12000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.4836380123288594,True,after 2015,True,True,9000.0,sedan,4,1,2,False
26-39,female,majority,10-19y,high school,poverty,0.3858741008429725,True,before 2015,False,False,14000.0,sedan,0,1,0,False
65+,male,majority,30y+,high school,upper class,0.6343725020457226,True,after 2015,True,False,11000.0,sedan,11,1,5,False
16-25,male,majority,0-9y,high school,working class,0.3621741186724681,True,before 2015,False,False,16000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,poverty,0.34833133094379204,False,before 2015,True,True,5000.0,sedan,0,2,3,True
65+,female,majority,10-19y,university,upper class,0.6928836357133882,True,before 2015,True,True,10000.0,sedan,2,0,1,False
65+,female,majority,30y+,high school,upper class,0.5777028525076912,True,before 2015,False,True,11000.0,sedan,2,0,3,False
40-64,male,majority,20-29y,university,upper class,0.6640650143948857,True,after 2015,True,True,11000.0,sedan,0,1,1,False
40-64,male,majority,20-29y,high school,upper class,0.4897024062963834,False,after 2015,False,False,11697.003206900365,sedan,3,0,1,False
26-39,female,minority,0-9y,none,poverty,0.2828694808711571,False,before 2015,True,False,13000.0,sports car,0,0,0,True
40-64,male,majority,0-9y,high school,working class,0.4317004117968687,False,before 2015,False,True,10000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,university,poverty,0.1264534313986037,True,before 2015,False,True,14000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,none,poverty,0.2859976102627207,False,before 2015,False,True,12000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,upper class,0.5430074428650375,True,after 2015,False,True,15000.0,sedan,1,0,1,False
26-39,male,majority,10-19y,high school,middle class,0.3706567853008601,True,before 2015,False,True,11697.003206900365,sedan,6,0,1,False
16-25,female,majority,0-9y,high school,poverty,0.34833133094379204,False,before 2015,False,False,18000.0,sports car,0,0,0,False
65+,female,majority,20-29y,high school,upper class,0.7917101109944502,True,after 2015,True,True,11000.0,sedan,5,0,2,False
26-39,female,majority,10-19y,high school,working class,0.4717963087189384,False,before 2015,True,True,5000.0,sedan,0,0,2,False
26-39,male,majority,10-19y,university,upper class,0.613826977680089,False,before 2015,True,False,12000.0,sedan,0,0,0,False
26-39,female,majority,10-19y,none,working class,0.628633149594721,False,before 2015,True,True,9000.0,sedan,0,1,2,True
16-25,male,majority,0-9y,high school,poverty,0.3448180556225356,False,before 2015,False,True,10000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,upper class,0.5478225909631781,True,before 2015,False,False,15000.0,sports car,5,0,1,False
16-25,male,majority,0-9y,high school,poverty,0.3398648345906033,False,before 2015,False,False,16000.0,sedan,0,0,0,True
16-25,female,majority,0-9y,high school,poverty,0.2897871439465148,False,after 2015,False,False,13000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,university,middle class,0.5979347864750699,True,before 2015,True,True,13000.0,sedan,0,0,0,True
26-39,female,majority,0-9y,none,working class,0.3692930793988261,False,before 2015,False,True,14000.0,sedan,0,0,0,True
65+,male,majority,30y+,none,working class,0.4171250369936769,True,before 2015,True,True,9000.0,sedan,6,1,6,False
40-64,male,majority,20-29y,university,upper class,0.570277670616915,True,before 2015,True,False,7000.0,sedan,5,1,4,False
40-64,female,majority,20-29y,high school,middle class,0.5340483380212564,True,before 2015,False,False,16000.0,sports car,1,0,0,True
40-64,male,majority,20-29y,university,upper class,0.613826977680089,False,after 2015,True,True,11000.0,sedan,5,0,0,False
40-64,male,majority,0-9y,university,upper class,0.5968280062363127,True,after 2015,True,True,13000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.6409488031039333,True,after 2015,True,True,11697.003206900365,sedan,2,1,4,False
40-64,female,minority,20-29y,high school,middle class,0.5860627511953006,False,before 2015,False,True,13000.0,sports car,2,1,0,False
40-64,female,majority,0-9y,university,upper class,0.6168247780300146,True,after 2015,True,True,9000.0,sedan,0,0,0,False
65+,male,minority,30y+,high school,middle class,0.3224660183950982,True,after 2015,True,True,11697.003206900365,sedan,2,0,1,False
65+,male,majority,30y+,none,middle class,0.344957864738121,True,before 2015,False,True,15000.0,sedan,7,0,0,False
16-25,male,majority,0-9y,university,upper class,0.7154034227572682,True,after 2015,True,True,10000.0,sedan,0,0,0,False
26-39,male,majority,10-19y,high school,working class,0.4082920061533436,True,before 2015,True,False,10000.0,sedan,1,0,1,True
16-25,male,majority,0-9y,none,poverty,0.2708440121659797,False,before 2015,False,True,11697.003206900365,sedan,0,0,0,True
26-39,female,majority,10-19y,university,upper class,0.606735714725739,True,before 2015,False,True,12000.0,sedan,1,0,2,False
65+,female,majority,30y+,university,upper class,0.5824680179178995,True,before 2015,False,True,14000.0,sedan,1,1,3,False
65+,male,majority,0-9y,high school,upper class,0.6062206447979116,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,False
26-39,male,majority,0-9y,university,upper class,0.613826977680089,True,before 2015,False,False,12000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,high school,middle class,0.755633866133054,False,before 2015,False,True,16000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,university,poverty,0.2912086260521752,False,before 2015,False,True,11000.0,sedan,0,0,0,True
26-39,female,majority,10-19y,university,upper class,0.6161117243839742,True,after 2015,False,False,13000.0,sedan,0,0,0,False
40-64,female,minority,10-19y,high school,working class,0.4712361399215783,True,before 2015,False,False,12000.0,sedan,0,0,0,False
65+,female,majority,30y+,university,upper class,0.6782370223364715,True,after 2015,True,True,11697.003206900365,sedan,2,0,7,False
40-64,male,majority,20-29y,high school,middle class,0.5153486460517401,True,before 2015,True,True,10000.0,sedan,1,0,2,False
65+,male,majority,10-19y,high school,upper class,0.507690848953627,True,after 2015,True,True,7000.0,sedan,3,1,4,False
40-64,female,majority,10-19y,none,working class,0.509910296776192,False,before 2015,False,False,13000.0,sedan,0,0,1,False
40-64,female,majority,0-9y,none,working class,0.5038597346352107,False,before 2015,True,True,11000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,middle class,0.577135941672739,False,before 2015,True,True,7000.0,sedan,4,0,3,False
26-39,male,majority,0-9y,university,middle class,0.6477554969922709,True,before 2015,True,True,11697.003206900365,sedan,0,0,0,False
65+,male,majority,0-9y,university,upper class,0.613826977680089,False,before 2015,False,True,11000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,high school,middle class,0.5778131836961647,True,before 2015,False,False,12000.0,sedan,3,2,4,False
40-64,male,majority,20-29y,high school,middle class,0.4953502835315234,True,before 2015,False,True,9000.0,sedan,4,1,2,False
16-25,male,majority,0-9y,high school,poverty,0.4526765592626403,False,before 2015,True,False,12000.0,sedan,0,0,0,True
16-25,male,majority,0-9y,university,middle class,0.6164262036016749,True,before 2015,True,True,11000.0,sedan,0,0,0,True
26-39,male,majority,10-19y,university,middle class,0.3457261884790099,True,after 2015,False,False,13000.0,sedan,2,0,1,False
26-39,female,majority,0-9y,university,middle class,0.5841273528155413,False,before 2015,False,False,14000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,university,upper class,0.6117018176344066,False,before 2015,True,False,9000.0,sedan,5,0,1,False
65+,female,majority,30y+,high school,upper class,0.5458900735115071,True,after 2015,False,True,15000.0,sedan,1,0,0,True
26-39,male,majority,10-19y,none,poverty,0.1436568483193364,False,before 2015,False,False,17000.0,sedan,1,0,1,False
26-39,female,majority,10-19y,none,poverty,0.3262403387046744,True,before 2015,False,True,13000.0,sedan,2,0,0,True
26-39,male,minority,0-9y,high school,poverty,0.2806543806481637,False,before 2015,False,True,14000.0,sedan,0,0,0,True
40-64,female,majority,20-29y,university,upper class,0.613826977680089,True,after 2015,True,True,9000.0,sedan,1,1,1,False
65+,female,majority,0-9y,high school,upper class,0.7306774626064182,True,after 2015,True,True,13000.0,sedan,0,0,0,False
16-25,male,majority,0-9y,university,middle class,0.5783712166428834,True,before 2015,False,False,13000.0,sedan,0,0,0,True
40-64,male,majority,20-29y,university,upper class,0.613826977680089,True,after 2015,True,True,7000.0,sedan,2,0,4,False
40-64,male,majority,10-19y,none,middle class,0.4816627514207715,True,before 2015,False,False,10000.0,sedan,2,0,1,False
40-64,male,majority,10-19y,high school,working class,0.2516227091679711,False,before 2015,True,True,12000.0,sports car,2,1,1,False
40-64,female,majority,20-29y,university,upper class,0.5872893810932033,True,after 2015,True,False,12000.0,sedan,1,0,1,False
26-39,female,majority,10-19y,high school,middle class,0.5573996021834157,True,before 2015,False,True,6000.0,sedan,1,0,0,False
16-25,female,majority,0-9y,high school,poverty,0.4289832028689519,False,before 2015,True,True,12000.0,sedan,0,0,0,True
65+,female,majority,30y+,university,upper class,0.6403236933748687,True,after 2015,True,True,9000.0,sedan,5,0,4,False
65+,male,majority,30y+,high school,working class,0.4972878528954948,True,before 2015,False,True,11697.003206900365,sedan,2,0,4,False
26-39,male,majority,10-19y,none,working class,0.4466473449579012,True,before 2015,False,True,10000.0,sedan,5,0,1,False
26-39,male,majority,10-19y,high school,middle class,0.2710642145687786,True,after 2015,False,False,14000.0,sedan,0,0,4,False
26-39,female,majority,10-19y,high school,middle class,0.5655780916935856,True,before 2015,True,False,12000.0,sports car,0,0,0,False
26-39,male,majority,10-19y,high school,working class,0.381262306885702,True,after 2015,True,True,9000.0,sedan,3,0,2,False
26-39,male,majority,0-9y,university,upper class,0.6391281575503801,True,after 2015,False,True,10000.0,sedan,0,0,0,False
65+,female,majority,0-9y,high school,middle class,0.5236585383213973,True,before 2015,True,True,13000.0,sedan,0,0,0,False
40-64,female,majority,20-29y,university,upper class,0.6862027857536264,True,before 2015,False,False,14000.0,sedan,0,0,3,False
