Location,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Car_Age,Brand,Model,Price_log,Kilometers_Driven_log
Jaipur,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,10,Hyundai,Verna1.6,1.55814461804655,11.677057592563973
Mumbai,Diesel,Manual,First,20.46,1461.0,83.8,5.0,8,Renault,Duster85PS,1.7833912195575383,10.308952660644293
Delhi,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,7,Hyundai,Creta1.6,2.0980179272527715,10.205701030833819
Mumbai,Petrol,Automatic,First,20.51,998.0,67.0,5.0,6,Maruti,WagonR,1.4398351280479205,9.047821442478408
Kolkata,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,12,Mercedes-Benz,NewC-Class,2.3513752571634776,10.325481962595504
Delhi,Diesel,Automatic,First,11.8,2967.0,246.7,5.0,10,Audi,A8L,3.8066624897703196,10.933106969717286
Pune,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,10,Hyundai,i10Magna,1.0647107369924282,10.691944912900398
Mumbai,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,5,Skoda,Rapid1.6,2.186051276738094,9.259130536145614
Hyderabad,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,5,Skoda,SuperbStyle,3.258096538021482,10.165851817003619
Coimbatore,Petrol,Manual,First,17.19,1197.0,81.86,5.0,4,Hyundai,i20Active,2.1065702090680887,10.133249156151914
Kolkata,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,8,Honda,AmazeVX,1.252762968495368,11.06663836234181
Chennai,Petrol,Manual,Second,18.9,998.0,67.1,5.0,18,Maruti,WagonR,0.22314355131420976,11.018629143155449
Hyderabad,Diesel,Manual,First,21.03,1461.0,65.0,5.0,9,Mahindra,Verito1.5,1.308332819650179,11.580584113444043
Coimbatore,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,4,Mercedes-Benz,NewC-Class,3.6740195912069122,10.280587479087396
Kolkata,Petrol,Manual,First,22.5,998.0,67.04,5.0,9,Maruti,WagonR,0.9745596399981308,10.373491181781864
Coimbatore,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,7,Nissan,TerranoXV,2.188295946591918,10.740150490648064
Delhi,Diesel,Manual,First,17.8,1248.0,74.0,5.0,9,Maruti,SwiftVDI,1.410986973710262,10.757902880692196
Kochi,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,5,Mini,CooperConvertible,3.5743099993708003,10.17835030752565
Bangalore,Diesel,Manual,First,18.23651296194153,1498.0,99.0,5.0,7,Ford,FigoDiesel,1.2809338454620642,11.162459775080668
Jaipur,Diesel,Manual,Second,17.2,1396.0,53.5,5.0,15,Tata,IndicaV2,-0.16251892949777494,12.206072645530174
Kochi,Petrol,Manual,Second,18.6,1199.0,76.8,5.0,6,Chevrolet,BeatLT,1.199964782928397,11.015558860888394
Mumbai,Diesel,Manual,First,22.07,1199.0,73.9,5.0,10,Volkswagen,PoloDiesel,1.2809338454620642,10.714417768752456
Hyderabad,Diesel,Manual,First,22.9,1248.0,74.0,5.0,6,Maruti,SwiftZDi,1.916922612182061,11.06663836234181
Kolkata,Diesel,Manual,First,20.0,1399.0,68.05,5.0,10,Ford,FigoDiesel,0.9162907318741551,10.628230294685824
Kochi,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,3,Toyota,InnovaCrysta,2.97756830292632,9.558529412264617
Mumbai,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,11,Hyundai,SantaFe,1.9459101490553132,11.112447898373103
Kolkata,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11,Honda,Cityi-VTEC,1.3532545070416904,10.391208302587023
Kochi,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4,Hyundai,i201.2,1.8357763546448294,9.613135251528469
Kochi,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,7,Mercedes-Benz,NewC-Class,2.8970163006148333,10.932749763069445
Mumbai,Diesel,Manual,First,25.44,936.0,57.6,5.0,9,Chevrolet,BeatDiesel,0.9745596399981308,11.211820372186306
Kochi,Diesel,Manual,First,22.54,1396.0,88.73,5.0,7,Hyundai,i20Sportz,1.9740810260220096,10.948118727337723
Coimbatore,Diesel,Manual,First,12.99,2494.0,100.6,7.0,7,Toyota,Innova2.5,2.6602595372658615,11.706631966630747
Chennai,Diesel,Manual,First,20.77,1248.0,88.76,7.0,9,Maruti,ErtigaVDI,1.9315214116032138,10.858998997563564
Mumbai,Diesel,Manual,First,12.8,2494.0,102.0,7.0,8,Toyota,Innova2.5,2.3749057545736716,11.678439903447801
Mumbai,Petrol,Manual,Third,17.0,1086.0,62.1,5.0,15,Hyundai,SantroXing,-0.05129329438755058,11.184421397998193
Kochi,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6,Honda,Cityi,2.0906287310704004,10.43161267338018
Ahmedabad,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,8,BMW,X1sDrive20d,2.917770732084279,11.314498916192855
Mumbai,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5,Hyundai,Grandi10,1.55814461804655,10.404262840448617
Chennai,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6,Maruti,Ciaz1.3,2.134166441369082,10.4341158035983
Kolkata,Diesel,Manual,First,20.5,1598.0,103.6,5.0,10,Skoda,RapidLeisure,1.252762968495368,10.915088464214607
Kochi,Diesel,Manual,First,13.1,1493.0,82.0,5.0,16,Hyundai,AccentCRDi,0.5877866649021191,11.986285953653564
Jaipur,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,8,Volkswagen,PoloGT,1.308332819650179,11.002099841204238
Coimbatore,Petrol,Manual,First,18.7,1199.0,88.7,5.0,5,Honda,Jazz1.2,1.969905654611529,10.811241953387997
Jaipur,Petrol,Manual,First,19.81,1086.0,68.05,5.0,12,Hyundai,i10Era,0.5596157879354227,11.326595886778735
Kochi,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,4,Hyundai,Tucson2.0,3.09058780456667,10.846342315535834
Pune,Diesel,Manual,First,13.68,2393.0,147.8,7.0,5,Toyota,InnovaCrysta,2.9258461460898246,10.668955394675699
Jaipur,Petrol,Manual,Third,19.7,796.0,35.0,5.0,11,Maruti,OmniMPI,0.6151856390902335,10.46310334047155
Coimbatore,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5,Maruti,SwiftVXI,1.7833912195575383,10.23537787965223
Mumbai,Petrol,Manual,First,18.9,1197.0,82.0,5.0,8,Hyundai,Grandi10,1.3217558399823195,9.711963784977375
Pune,Diesel,Manual,First,22.9,1248.0,74.0,5.0,10,Maruti,SwiftVDI,1.3217558399823195,11.695247021764184
Hyderabad,Diesel,Manual,First,22.0,1582.0,126.2,5.0,14,Hyundai,VernaCRDi,0.9555114450274363,11.872521139419938
Hyderabad,Petrol,Manual,First,18.23651296194153,1086.0,62.1,5.0,16,Hyundai,SantroXing,0.5596157879354227,11.502875129116727
Mumbai,Petrol,Manual,First,17.0,1197.0,80.0,5.0,12,Hyundai,i201.2,1.0296194171811581,10.858998997563564
Coimbatore,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,5,Mercedes-Benz,GLE350d,4.11561669749764,10.302901053215857
Bangalore,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,8,Mercedes-Benz,NewC-Class,2.8903717578961645,10.950806546816688
Hyderabad,Diesel,Manual,First,23.2,1248.0,73.94,5.0,8,Maruti,RitzZDi,1.4701758451005926,11.390757830996021
Bangalore,Diesel,Manual,First,19.67,1582.0,126.2,5.0,6,Hyundai,Creta1.6,2.6210388241125804,10.239959789157341
Pune,Petrol,Manual,First,19.0,998.0,66.1,5.0,12,Maruti,A-StarVxi,0.6931471805599453,11.112447898373103
Delhi,Diesel,Manual,First,19.64,1461.0,108.45,5.0,6,Renault,Duster110PS,2.302585092994046,10.165851817003619
Delhi,Diesel,Manual,First,17.8,1248.0,76.0,5.0,12,Fiat,GrandePunto,0.5007752879124892,11.695247021764184
Coimbatore,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,5,BMW,X3xDrive30d,3.8236288546655506,10.858652783792339
Bangalore,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,12,Hyundai,i10Sportz,1.1786549963416462,10.491274217438248
Pune,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6,Toyota,Innova2.5,2.5494451709255714,10.757902880692196
Mumbai,Petrol,Manual,Third,17.3,993.0,60.0,5.0,20,Maruti,ZenVXI,-0.5978370007556204,11.002099841204238
Hyderabad,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4,Maruti,SwiftVDI,1.9671123567059163,10.342548610072807
Pune,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,9,Mahindra,ScorpioVLX,1.9459101490553132,11.56171562913966
Pune,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5,Tata,ZestQuadrajet,1.3217558399823195,11.710956315469362
Mumbai,Petrol,Manual,First,18.88,999.0,123.24,5.0,5,Ford,EcoSport1.0,2.1400661634962708,10.029899914890565
Jaipur,Diesel,Manual,First,23.4,1248.0,74.0,5.0,10,Maruti,SwiftDzire,1.4701758451005926,11.198214720130528
Kochi,Petrol,Manual,First,22.74,796.0,47.3,5.0,6,Maruti,Alto800,1.1817271953786161,10.380559889496727
Jaipur,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11,Honda,City1.5,1.43746264769429,10.915088464214607
Kochi,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4,Audi,Q73.0,4.253624919869357,9.331406899955626
Mumbai,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,13,Skoda,Laura1.9,1.0818051703517284,10.778956289890028
Kochi,Petrol,Manual,First,17.1,1591.0,121.3,5.0,10,Hyundai,Verna1.6,1.4539530095937054,10.902426824720171
Jaipur,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,13,Honda,City1.5,1.2725655957915476,11.270114777180543
Kolkata,Diesel,Manual,First,21.9,1396.0,88.8,5.0,9,Hyundai,i20Magna,1.1346227261911428,10.736396675471232
Coimbatore,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,8,Hyundai,i20Sportz,1.7850704810772584,10.71555046034839
Hyderabad,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11,Volkswagen,VentoDiesel,1.547562508716013,11.141861783579396
Ahmedabad,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8,Honda,Cityi,1.9315214116032138,10.799575577092764
Pune,Diesel,Manual,First,22.95,1248.0,74.0,5.0,4,Tata,ZestQuadrajet,1.6582280766035324,10.714417768752456
Pune,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,7,BMW,5Series,3.332204510175204,11.06663836234181
Delhi,Petrol,Manual,First,18.9,1061.0,67.0,5.0,13,Maruti,WagonR,0.30010459245033816,11.002099841204238
Delhi,Petrol,Manual,First,18.2,1199.0,88.7,5.0,7,Honda,JazzVX,1.5789787049493917,11.037756518412273
Coimbatore,Diesel,Manual,First,15.0,1896.0,105.0,5.0,10,Volkswagen,Jetta2007-2011,1.9021075263969205,10.968301732454014
Hyderabad,Petrol,Manual,First,20.36,1197.0,78.9,5.0,12,Hyundai,i10Magna,1.1314021114911006,11.211820372186306
Kochi,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,7,Mercedes-Benz,NewC-Class,2.925309809257445,11.26152389003502
Pune,Petrol,Manual,First,20.36,1197.0,78.9,5.0,10,Hyundai,i10Magna,1.0296194171811581,10.720510282751615
Chennai,Diesel,Manual,First,13.68,2393.0,147.8,7.0,6,Toyota,InnovaCrysta,3.0081547935525483,10.778956289890028
Kochi,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,7,Audi,A62011-2015,3.2876553402630266,10.362556616729083
Hyderabad,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12,Toyota,Innova2.5,2.1114245875328868,11.59910316121128
Mumbai,Petrol,Manual,First,16.47,1198.0,73.9,5.0,7,Volkswagen,PoloPetrol,1.358409157630355,10.372803445345365
Hyderabad,Petrol,Manual,First,20.92,998.0,67.1,5.0,11,Maruti,AltoK10,0.7419373447293773,11.156250521031495
Mumbai,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,5,Honda,Cityi-VTEC,2.540814281726296,9.615805480084347
Coimbatore,Diesel,Manual,First,17.0,1405.0,70.0,5.0,9,Tata,IndigoLX,0.9477893989335261,10.987628974775781
Kochi,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,8,Audi,A62011-2015,3.033509637888021,11.030460514973196
Delhi,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,7,Mercedes-Benz,GLAClass,3.0086484988205373,10.778956289890028
Chennai,Petrol,Manual,Second,18.23651296194153,1086.0,62.1,5.0,16,Hyundai,SantroXing,0.4054651081081644,10.968198289528557
Kolkata,Diesel,Manual,First,17.8,1248.0,74.0,5.0,11,Maruti,SwiftVDI,0.9162907318741551,11.002433118994357
Hyderabad,Petrol,Automatic,First,23.1,998.0,67.04,5.0,8,Maruti,CelerioVXI,1.4469189829363254,11.26208949363911
Hyderabad,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,5,Mercedes-Benz,GLE250d,4.04305126783455,10.275051108968611
Delhi,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,5,Land Rover,RoverRange,3.784189633918261,10.691944912900398
Hyderabad,Diesel,Manual,First,20.54,1598.0,103.6,5.0,11,Volkswagen,VentoDiesel,1.2947271675944,11.595666068509209
Hyderabad,Petrol,Manual,First,14.0,796.0,35.0,5.0,10,Maruti,Omni8,0.7178397931503168,11.18151439899016
Kochi,Petrol,Manual,First,18.5,1198.0,86.8,5.0,10,Honda,Brio1.2,1.1410330045520618,11.428793574640473
Hyderabad,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,22,Tata,SumoDelux,0.4054651081081644,11.970350312009105
Pune,Diesel,Manual,First,18.0,1248.0,75.0,5.0,10,Tata,IndicaVista,1.0473189942805592,11.420623755178358
Delhi,Petrol,Manual,First,18.9,998.0,67.1,5.0,10,Maruti,WagonR,0.9745596399981308,11.082142548877775
Hyderabad,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7,Mahindra,XUV500W8,2.3608540011180215,11.389943940555
Pune,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,14,Tata,IndigoLS,0.22314355131420976,11.835008964139341
Mumbai,Petrol,Manual,First,16.02,1373.0,93.7,7.0,4,Maruti,ErtigaPaseo,2.1102132003465894,9.798127036878302
Mumbai,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,11,Honda,Accord2.4,1.4929040961781488,11.002099841204238
Kolkata,Diesel,Manual,First,19.3,1248.0,73.9,5.0,10,Maruti,SwiftDzire,1.308332819650179,10.778956289890028
Hyderabad,Diesel,Manual,First,17.8,1399.0,68.0,5.0,13,Ford,FiestaEXi,1.0296194171811581,11.982929094215963
Kolkata,Petrol,Manual,First,17.7,1497.0,78.0,5.0,14,Honda,CityZX,0.5877866649021191,10.596634733096073
Kochi,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,8,Audi,A62011-2015,3.08876713952118,10.849239994559902
Mumbai,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,11,BMW,6Series,3.8918202981106265,10.308952660644293
Coimbatore,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,5,Audi,Q745,4.137882864236584,11.486889450419387
Pune,CNG,Manual,First,36.82,998.0,67.1,5.0,14,Maruti,ZenEstilo,0.3364722366212129,10.657165232836105
Pune,Diesel,Manual,First,23.0,1396.0,90.0,5.0,10,Hyundai,i201.4,1.7047480922384253,11.326595886778735
Bangalore,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,13,Hyundai,i10Sportz,1.0818051703517284,10.51867319162636
Kochi,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6,Honda,Jazz1.2,1.925707441737794,10.25776462387486
Hyderabad,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7,Maruti,SwiftVDI,1.8164520818184267,11.244993730865884
Pune,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,11,Hyundai,i20Asta,1.1939224684724346,11.27912533346749
Kolkata,Petrol,Manual,First,16.47,1198.0,73.9,5.0,11,Volkswagen,PoloPetrol,0.9360933591703348,10.373491181781864
Ahmedabad,Petrol,Manual,First,19.7,796.0,46.3,5.0,13,Maruti,AltoLXi,0.4054651081081644,10.46310334047155
Chennai,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,18,Toyota,CorollaH4,0.9162907318741551,11.56171562913966
Chennai,Petrol,Manual,Second,19.7,796.0,46.3,5.0,16,Maruti,AltoLXi,0.3364722366212129,10.933106969717286
Pune,Diesel,Manual,First,21.12,1248.0,88.8,5.0,10,Tata,ManzaELAN,1.2237754316221157,11.198214720130528
Pune,Petrol,Manual,First,19.7,796.0,46.3,5.0,10,Maruti,AltoLXi,0.8109302162163288,10.545341438708522
Kolkata,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,9,Skoda,OctaviaAmbition,2.0149030205422647,13.560618308335483
Kolkata,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,14,Toyota,CorollaH4,1.0296194171811581,11.289781913656018
Coimbatore,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6,Hyundai,i20Asta,2.0360119837525,10.125550520230094
Chennai,Diesel,Manual,First,24.3,1248.0,88.5,5.0,6,Maruti,VitaraBrezza,1.9671123567059163,10.714417768752456
Delhi,Petrol,Manual,First,17.0,1497.0,118.0,5.0,12,Honda,City1.5,1.252762968495368,11.378593752174936
Hyderabad,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,8,Tata,IndicaVista,1.252762968495368,11.80517708113638
Kolkata,Diesel,Manual,First,25.8,1498.0,98.6,5.0,9,Honda,AmazeS,1.2383742310432684,10.950806546816688
Coimbatore,Petrol,Manual,First,21.1,814.0,55.2,5.0,6,Hyundai,EOND,1.2669476034873244,10.236525326708707
Kochi,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,7,BMW,3Series,3.2577118486533987,10.332571526242926
Bangalore,Diesel,Manual,First,22.32,1582.0,126.32,5.0,10,Hyundai,Verna1.6,1.6582280766035324,11.289781913656018
Ahmedabad,Diesel,Manual,First,21.02,1248.0,88.8,5.0,9,Tata,ManzaClub,1.0647107369924282,10.764350137500665
Jaipur,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,17,Skoda,OctaviaRS,0.7178397931503168,11.512925464970229
Pune,Petrol,Manual,First,24.07,998.0,67.1,5.0,5,Maruti,AltoK10,1.3217558399823195,10.308952660644293
Mumbai,Diesel,Manual,First,22.7,1498.0,89.84,5.0,8,Ford,Ecosport1.5,1.9095425048844386,11.127262984158243
Kolkata,Petrol,Manual,Second,18.0,995.0,62.0,5.0,11,Chevrolet,Spark1.0,-0.05129329438755058,9.95227771670556
Hyderabad,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,5,Jaguar,XF2.0,3.9512437185814275,9.95227771670556
Jaipur,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,15,Honda,CR-VRVi,1.3635373739972745,11.686878772093667
Kochi,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,3,Skoda,SuperbL&K,3.3068867021909143,9.52857589747142
Chennai,Petrol,Manual,First,20.36,1197.0,78.9,5.0,13,Hyundai,i10Magna,0.9932517730102834,13.337474757021274
Delhi,Diesel,Manual,First,22.9,1248.0,74.0,5.0,9,Maruti,SwiftLDI,1.252762968495368,11.156250521031495
Mumbai,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6,Maruti,SwiftDzire,1.824549292051046,9.798127036878302
Chennai,Diesel,Manual,First,23.08,1461.0,63.1,5.0,11,Nissan,MicraDiesel,1.0116009116784799,11.326595886778735
Mumbai,Diesel,Manual,First,23.4,1248.0,74.0,5.0,7,Maruti,SwiftDzire,1.1786549963416462,11.77528972943772
Pune,Diesel,Manual,First,17.8,1399.0,67.0,5.0,10,Ford,FiestaClassic,1.1786549963416462,11.057219140425318
Kolkata,Petrol,Manual,First,17.3,993.0,60.0,5.0,19,Maruti,ZenLX,-0.4307829160924542,11.082142548877775
Pune,Petrol,Manual,First,13.8,1998.0,192.0,5.0,5,Mini,ClubmanCooper,3.5553480614894135,9.030016817844901
Kolkata,Diesel,Manual,First,23.59,1364.0,67.05,5.0,8,Toyota,EtiosGD,1.1786549963416462,10.714417768752456
Kolkata,Petrol,Manual,First,24.7,796.0,47.3,5.0,4,Maruti,Alto800,1.0647107369924282,10.173514689749188
Bangalore,Petrol,Manual,Third,18.9,796.0,47.0,5.0,11,Maruti,AltoVXi,1.0647107369924282,9.305650551780507
Bangalore,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,13,BMW,X53.0d,2.8763855159214247,11.407564949312402
Mumbai,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,7,Nissan,TeanaXV,2.1102132003465894,11.211820372186306
Coimbatore,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7,Hyundai,Grandi10,1.7526720805200082,10.52085998803243
Hyderabad,Diesel,Manual,First,24.3,1248.0,88.5,5.0,5,Maruti,VitaraBrezza,2.2502386126218363,10.571316925111784
Mumbai,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,14,Audi,Q73.0,2.5610957881455465,11.502875129116727
Chennai,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,7,Mercedes-Benz,GLAClass,2.995732273553991,10.545341438708522
Chennai,Petrol,Manual,Third,16.1,796.0,37.0,4.0,15,Maruti,800AC,0.0,11.184421397998193
Chennai,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7,Renault,Duster85PS,1.9600947840472698,11.440354772135393
Mumbai,Diesel,Manual,First,21.43,1364.0,87.2,5.0,5,Toyota,CorollaAltis,2.803360380906535,8.68270762989381
Chennai,Diesel,Manual,First,15.8,2148.0,170.0,5.0,8,Mercedes-Benz,NewC-Class,3.258096538021482,10.126631103850338
Hyderabad,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,12,Maruti,RitzVDi,1.1631508098056809,11.127262984158243
Kochi,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,5,Honda,BRVi-VTEC,2.2491843162669305,10.482233472786097
Kochi,Diesel,Manual,First,24.4,1120.0,71.0,5.0,7,Hyundai,Xcent1.1,1.3862943611198906,11.216000811151515
Jaipur,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,8,Mercedes-Benz,E-Class2009-2013,3.2771447329921766,10.991443261015709
Kochi,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,8,Mercedes-Benz,BClass,2.4655539212721855,10.630552951299533
Bangalore,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,5,Mercedes-Benz,E-Class2015-2017,3.6109179126442243,10.431170293368542
Mumbai,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6,Honda,Cityi,2.169053700369523,10.239959789157341
Hyderabad,Petrol,Manual,First,17.0,1086.0,62.1,5.0,15,Hyundai,SantroXing,0.6678293725756554,10.838757043008064
Chennai,Petrol,Manual,First,17.0,1497.0,118.0,5.0,11,Honda,City1.5,1.3217558399823195,11.45085855355401
Pune,Petrol,Manual,First,16.2,1599.0,103.2,5.0,12,Hyundai,VernaTransform,0.9162907318741551,11.461632170582678
Mumbai,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,5,Jaguar,XEPortfolio,3.5409593240373143,9.104979856318357
Delhi,Petrol,Manual,First,18.0,1198.0,86.7,5.0,7,Honda,AmazeS,1.536867219599265,10.868873164054001
Bangalore,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,7,Mini,CooperConvertible,3.4657359027997265,9.903487552536127
Coimbatore,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,5,Mercedes-Benz,SClass,4.140114296466289,10.941128284212754
Chennai,Petrol,Manual,First,21.1,814.0,55.2,5.0,8,Hyundai,EONMagna,1.1786549963416462,10.51867319162636
Kolkata,Petrol,Manual,First,20.51,998.0,67.04,5.0,8,Maruti,WagonR,1.1314021114911006,9.764225485202621
Coimbatore,Diesel,Manual,First,21.1,1248.0,73.9,5.0,11,Maruti,RitzLDi,1.3635373739972745,11.409862308361086
Chennai,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11,BMW,3Series,2.3978952727983707,11.403289154449613
Pune,Diesel,Manual,First,13.49,2179.0,138.03,5.0,8,Tata,XenonXT,1.252762968495368,11.350406535472453
Chennai,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,8,Audi,A335,2.803360380906535,11.280627640864537
Hyderabad,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,10,Land Rover,RoverRange,3.4011973816621555,10.933106969717286
Pune,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,12,Mercedes-Benz,GL-Class2007,3.332204510175204,11.350418300109132
Hyderabad,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,4,Mitsubishi,PajeroSport,3.332204510175204,9.392661928770137
Jaipur,Petrol,Manual,First,19.7,796.0,46.3,5.0,12,Maruti,AltoLX,-0.08338160893905101,11.736069016284437
Pune,Petrol,Manual,First,14.0,1061.0,64.0,5.0,9,Maruti,WagonR,1.0116009116784799,10.87804719253426
Coimbatore,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,5,Land Rover,RoverRange,3.985830932572866,10.462817585361734
Pune,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,11,Hyundai,Verna1.6,1.599387576580599,10.815127486194855
Hyderabad,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,9,BMW,5Series,3.5115454388310208,10.933106969717286
Bangalore,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,9,Jaguar,XFDiesel,3.3304171996011083,11.225243392518447
Hyderabad,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,12,Skoda,SuperbElegance,1.9810014688665833,10.950806546816688
Kochi,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,5,Audi,Q335,3.246880021277798,10.533215585226419
Coimbatore,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,8,Land Rover,RoverRange,3.3901364343027307,11.468440520030684
Jaipur,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,9,Mercedes-Benz,NewC-Class,2.9444389791664403,10.471609913908228
Kochi,Diesel,Manual,First,15.4,2179.0,120.0,7.0,5,Mahindra,ScorpioS10,2.5687881337687024,10.256395409905616
Mumbai,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,7,BMW,3Series,3.2386784521643803,10.621327345686446
Pune,Petrol,Manual,First,15.4,1497.0,117.3,7.0,5,Honda,BR-Vi-VTEC,2.1400661634962708,9.104979856318357
Chennai,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,12,Volvo,S802006-2013,1.9810014688665833,11.430608506481011
